order_id,customer_id,product_id,category,order_date,order_month,quantity,unit_price,discount_pct,order_value,gross_margin,is_returned,net_revenue,net_margin,acquisition_channel,device
ORD0003807,CUST00674,PROD0133,Clothing,2022-10-04,2022-10,1,70.11,0.1,63.1,35.97,0,63.1,35.97,Email,Mobile
ORD0003808,CUST00674,PROD0045,Home & Living,2023-03-16,2023-03,1,91.27,0.1,82.14,37.78,1,0.0,0.0,Email,Mobile
ORD0003809,CUST00674,PROD0080,Sports,2022-11-01,2022-11,1,42.1,0.1,37.89,18.95,0,37.89,18.95,Email,Mobile
ORD0003810,CUST00674,PROD0167,Footwear,2024-01-31,2024-01,3,62.12,0.15,158.41,45.94,0,158.41,45.94,Email,Mobile
ORD0003811,CUST00674,PROD0166,Clothing,2023-08-03,2023-08,1,87.15,0,87.15,54.03,0,87.15,54.03,Email,Mobile
ORD0003812,CUST00674,PROD0107,Clothing,2023-01-28,2023-01,3,91.09,0,273.27,169.43,0,273.27,169.43,Email,Mobile
ORD0003813,CUST00674,PROD0163,Beauty,2022-03-24,2022-03,2,20.18,0.1,36.32,17.43,0,36.32,17.43,Email,Mobile
ORD0003814,CUST00674,PROD0108,Accessories,2022-12-23,2022-12,1,82.14,0,82.14,24.64,1,0.0,0.0,Email,Mobile
ORD0003815,CUST00674,PROD0168,Clothing,2023-06-03,2023-06,1,45.57,0.1,41.01,17.22,1,0.0,0.0,Email,Mobile
ORD0003816,CUST00674,PROD0075,Accessories,2024-02-08,2024-02,1,80.95,0,80.95,32.38,1,0.0,0.0,Email,Mobile
ORD0003817,CUST00674,PROD0112,Home & Living,2024-02-14,2024-02,3,48.0,0,144.0,82.08,1,0.0,0.0,Email,Mobile
ORD0003818,CUST00675,PROD0049,Home & Living,2023-04-09,2023-04,1,60.55,0,60.55,23.61,1,0.0,0.0,Organic Search,Mobile
ORD0003819,CUST00675,PROD0195,Accessories,2022-12-15,2022-12,3,33.68,0,101.04,61.63,0,101.04,61.63,Organic Search,Mobile
ORD0003820,CUST00675,PROD0198,Sports,2022-06-02,2022-06,3,59.63,0,178.89,75.13,0,178.89,75.13,Organic Search,Mobile
ORD0003821,CUST00675,PROD0083,Clothing,2022-09-13,2022-09,3,25.2,0,75.6,40.82,0,75.6,40.82,Organic Search,Mobile
ORD0003822,CUST00675,PROD0034,Clothing,2022-07-04,2022-07,1,108.12,0,108.12,43.25,0,108.12,43.25,Organic Search,Mobile
ORD0003823,CUST00676,PROD0047,Footwear,2023-03-09,2023-03,2,144.43,0,288.86,112.66,0,288.86,112.66,Paid Social,Mobile
ORD0003824,CUST00676,PROD0152,Accessories,2023-12-30,2023-12,3,36.62,0,109.86,48.34,0,109.86,48.34,Paid Social,Mobile
ORD0003825,CUST00676,PROD0092,Beauty,2023-10-23,2023-10,3,19.38,0.1,52.33,16.75,0,52.33,16.75,Paid Social,Mobile
ORD0003826,CUST00676,PROD0091,Beauty,2023-03-06,2023-03,2,39.11,0,78.22,31.29,0,78.22,31.29,Paid Social,Mobile
ORD0003827,CUST00677,PROD0149,Beauty,2024-01-30,2024-01,1,65.53,0,65.53,34.08,0,65.53,34.08,Organic Search,Tablet
ORD0003828,CUST00677,PROD0082,Beauty,2024-02-21,2024-02,3,20.0,0,60.0,39.0,1,0.0,0.0,Organic Search,Tablet
ORD0003829,CUST00677,PROD0087,Home & Living,2024-01-03,2024-01,2,45.63,0,91.26,52.93,0,91.26,52.93,Organic Search,Tablet
ORD0003830,CUST00677,PROD0199,Sports,2024-01-16,2024-01,1,40.52,0,40.52,12.97,0,40.52,12.97,Organic Search,Tablet
ORD0003831,CUST00677,PROD0148,Beauty,2023-12-22,2023-12,1,56.54,0,56.54,31.1,0,56.54,31.1,Organic Search,Tablet
ORD0003832,CUST00677,PROD0111,Clothing,2023-09-15,2023-09,3,72.51,0,217.53,132.69,0,217.53,132.69,Organic Search,Tablet
ORD0003833,CUST00678,PROD0063,Accessories,2024-01-14,2024-01,2,72.45,0,144.9,49.27,0,144.9,49.27,Email,Desktop
ORD0003834,CUST00678,PROD0002,Clothing,2022-10-18,2022-10,3,48.81,0.2,117.14,73.8,0,117.14,73.8,Email,Desktop
ORD0003835,CUST00679,PROD0196,Sports,2023-12-28,2023-12,3,92.93,0,278.79,172.85,0,278.79,172.85,Direct,Mobile
ORD0003836,CUST00679,PROD0114,Beauty,2024-02-21,2024-02,1,25.83,0,25.83,10.59,0,25.83,10.59,Direct,Mobile
ORD0003837,CUST00679,PROD0080,Sports,2024-03-28,2024-03,3,42.1,0,126.3,63.15,1,0.0,0.0,Direct,Mobile
ORD0003838,CUST00679,PROD0076,Clothing,2024-02-04,2024-02,1,54.02,0,54.02,16.75,0,54.02,16.75,Direct,Mobile
ORD0003839,CUST00679,PROD0075,Accessories,2023-08-21,2023-08,2,80.95,0,161.9,64.76,0,161.9,64.76,Direct,Mobile
ORD0003840,CUST00679,PROD0108,Accessories,2024-02-14,2024-02,1,82.14,0,82.14,24.64,0,82.14,24.64,Direct,Mobile
ORD0003841,CUST00680,PROD0165,Footwear,2024-02-22,2024-02,3,116.35,0.1,314.14,201.05,1,0.0,0.0,Paid Social,Desktop
ORD0003842,CUST00681,PROD0011,Sports,2023-01-06,2023-01,3,85.35,0,256.05,71.69,0,256.05,71.69,Direct,Mobile
ORD0003843,CUST00681,PROD0078,Accessories,2024-02-08,2024-02,3,83.84,0,251.52,150.91,0,251.52,150.91,Direct,Mobile
ORD0003844,CUST00681,PROD0155,Beauty,2022-11-14,2022-11,3,35.29,0,105.87,43.41,0,105.87,43.41,Direct,Mobile
ORD0003845,CUST00681,PROD0084,Accessories,2023-01-18,2023-01,3,45.9,0,137.7,38.56,0,137.7,38.56,Direct,Mobile
ORD0003846,CUST00681,PROD0009,Sports,2023-10-06,2023-10,3,39.16,0,117.48,69.31,0,117.48,69.31,Direct,Mobile
ORD0003847,CUST00682,PROD0192,Sports,2023-11-12,2023-11,1,82.92,0,82.92,43.12,0,82.92,43.12,Organic Search,Mobile
ORD0003848,CUST00682,PROD0036,Home & Living,2024-01-11,2024-01,3,74.59,0,223.77,78.32,0,223.77,78.32,Organic Search,Mobile
ORD0003849,CUST00682,PROD0137,Home & Living,2022-07-31,2022-07,3,99.54,0,298.62,116.46,0,298.62,116.46,Organic Search,Mobile
ORD0003850,CUST00682,PROD0019,Beauty,2024-02-28,2024-02,2,17.13,0,34.26,15.07,0,34.26,15.07,Organic Search,Mobile
ORD0003851,CUST00682,PROD0155,Beauty,2022-08-23,2022-08,3,35.29,0,105.87,43.41,0,105.87,43.41,Organic Search,Mobile
ORD0003852,CUST00682,PROD0115,Accessories,2023-05-28,2023-05,3,74.34,0,223.02,129.35,1,0.0,0.0,Organic Search,Mobile
ORD0003853,CUST00682,PROD0065,Accessories,2023-04-16,2023-04,2,54.38,0,108.76,46.77,0,108.76,46.77,Organic Search,Mobile
ORD0003854,CUST00683,PROD0170,Beauty,2022-11-13,2022-11,2,69.97,0,139.94,89.56,0,139.94,89.56,Referral,Tablet
ORD0003855,CUST00683,PROD0030,Beauty,2023-03-02,2023-03,2,30.52,0,61.04,21.97,0,61.04,21.97,Referral,Tablet
ORD0003856,CUST00683,PROD0148,Beauty,2024-02-11,2024-02,2,56.54,0.1,101.77,55.97,0,101.77,55.97,Referral,Tablet
ORD0003857,CUST00683,PROD0083,Clothing,2023-08-21,2023-08,2,25.2,0,50.4,27.22,0,50.4,27.22,Referral,Tablet
ORD0003858,CUST00683,PROD0115,Accessories,2022-12-21,2022-12,3,74.34,0.1,200.72,116.42,0,200.72,116.42,Referral,Tablet
ORD0003859,CUST00683,PROD0150,Beauty,2023-07-11,2023-07,3,24.66,0.1,66.58,32.62,0,66.58,32.62,Referral,Tablet
ORD0003860,CUST00683,PROD0036,Home & Living,2022-06-24,2022-06,3,74.59,0.1,201.39,70.49,0,201.39,70.49,Referral,Tablet
ORD0003861,CUST00683,PROD0092,Beauty,2022-12-12,2022-12,3,19.38,0,58.14,18.6,0,58.14,18.6,Referral,Tablet
ORD0003862,CUST00683,PROD0057,Beauty,2023-01-20,2023-01,1,25.42,0,25.42,12.2,0,25.42,12.2,Referral,Tablet
ORD0003863,CUST00683,PROD0049,Home & Living,2024-02-06,2024-02,1,60.55,0.1,54.49,21.25,0,54.49,21.25,Referral,Tablet
ORD0003864,CUST00683,PROD0107,Clothing,2023-04-06,2023-04,2,91.09,0,182.18,112.95,0,182.18,112.95,Referral,Tablet
ORD0003865,CUST00683,PROD0064,Footwear,2023-08-03,2023-08,3,190.18,0.1,513.49,200.26,0,513.49,200.26,Referral,Tablet
ORD0003866,CUST00683,PROD0095,Accessories,2023-02-28,2023-02,3,33.53,0,100.59,57.34,0,100.59,57.34,Referral,Tablet
ORD0003867,CUST00684,PROD0191,Accessories,2022-09-28,2022-09,2,42.93,0,85.86,42.07,0,85.86,42.07,Paid Social,Tablet
ORD0003868,CUST00684,PROD0115,Accessories,2023-04-11,2023-04,2,74.34,0,148.68,86.23,0,148.68,86.23,Paid Social,Tablet
ORD0003869,CUST00684,PROD0042,Home & Living,2022-10-19,2022-10,3,61.51,0.1,166.08,46.5,0,166.08,46.5,Paid Social,Tablet
ORD0003870,CUST00684,PROD0058,Accessories,2023-12-18,2023-12,3,50.31,0.05,143.38,47.32,0,143.38,47.32,Paid Social,Tablet
ORD0003871,CUST00684,PROD0003,Footwear,2022-12-16,2022-12,2,63.28,0.1,113.9,56.95,0,113.9,56.95,Paid Social,Tablet
ORD0003872,CUST00685,PROD0011,Sports,2023-11-15,2023-11,2,85.35,0,170.7,47.8,0,170.7,47.8,Influencer,Desktop
ORD0003873,CUST00685,PROD0049,Home & Living,2022-09-06,2022-09,3,60.55,0,181.65,70.84,0,181.65,70.84,Influencer,Desktop
ORD0003874,CUST00685,PROD0182,Accessories,2022-03-18,2022-03,3,22.63,0,67.89,25.8,0,67.89,25.8,Influencer,Desktop
ORD0003875,CUST00686,PROD0186,Home & Living,2023-10-09,2023-10,1,126.59,0.05,120.26,34.88,0,120.26,34.88,Paid Social,Mobile
ORD0003876,CUST00686,PROD0182,Accessories,2024-01-16,2024-01,2,22.63,0.05,43.0,16.34,1,0.0,0.0,Paid Social,Mobile
ORD0003877,CUST00686,PROD0109,Sports,2024-03-03,2024-03,3,60.91,0,182.73,56.65,0,182.73,56.65,Paid Social,Mobile
ORD0003878,CUST00686,PROD0051,Footwear,2023-12-26,2023-12,3,119.28,0,357.84,203.97,1,0.0,0.0,Paid Social,Mobile
ORD0003879,CUST00686,PROD0077,Footwear,2023-10-08,2023-10,1,66.48,0,66.48,29.92,0,66.48,29.92,Paid Social,Mobile
ORD0003880,CUST00686,PROD0105,Sports,2023-11-22,2023-11,2,41.5,0.05,78.85,49.68,0,78.85,49.68,Paid Social,Mobile
ORD0003881,CUST00687,PROD0131,Beauty,2022-06-10,2022-06,1,36.76,0,36.76,12.87,0,36.76,12.87,Organic Search,Mobile
ORD0003882,CUST00687,PROD0132,Home & Living,2022-08-05,2022-08,3,31.95,0,95.85,55.59,1,0.0,0.0,Organic Search,Mobile
ORD0003883,CUST00687,PROD0085,Accessories,2022-10-21,2022-10,2,53.78,0,107.56,51.63,0,107.56,51.63,Organic Search,Mobile
ORD0003884,CUST00687,PROD0067,Clothing,2023-11-29,2023-11,3,47.62,0,142.86,45.72,0,142.86,45.72,Organic Search,Mobile
ORD0003885,CUST00687,PROD0003,Footwear,2023-02-13,2023-02,2,63.28,0,126.56,63.28,0,126.56,63.28,Organic Search,Mobile
ORD0003886,CUST00688,PROD0055,Sports,2023-11-10,2023-11,2,136.99,0,273.98,79.45,0,273.98,79.45,Referral,Desktop
ORD0003887,CUST00688,PROD0086,Clothing,2023-10-12,2023-10,2,82.15,0,164.3,93.65,0,164.3,93.65,Referral,Desktop
ORD0003888,CUST00688,PROD0186,Home & Living,2024-01-16,2024-01,2,126.59,0,253.18,73.42,0,253.18,73.42,Referral,Desktop
ORD0003889,CUST00688,PROD0159,Beauty,2023-09-01,2023-09,1,20.79,0.1,18.71,5.8,0,18.71,5.8,Referral,Desktop
ORD0003890,CUST00689,PROD0169,Accessories,2024-03-01,2024-03,3,66.47,0.1,179.47,91.53,0,179.47,91.53,Referral,Desktop
ORD0003891,CUST00689,PROD0168,Clothing,2023-10-24,2023-10,3,45.57,0,136.71,57.42,0,136.71,57.42,Referral,Desktop
ORD0003892,CUST00690,PROD0141,Beauty,2023-04-28,2023-04,1,60.76,0.1,54.68,18.59,1,0.0,0.0,Email,Mobile
ORD0003893,CUST00690,PROD0123,Clothing,2023-08-09,2023-08,2,40.48,0,80.96,21.05,0,80.96,21.05,Email,Mobile
ORD0003894,CUST00690,PROD0084,Accessories,2024-03-19,2024-03,1,45.9,0.2,36.72,10.28,0,36.72,10.28,Email,Mobile
ORD0003895,CUST00690,PROD0193,Sports,2022-06-30,2022-06,3,95.75,0.2,229.8,73.54,0,229.8,73.54,Email,Mobile
ORD0003896,CUST00691,PROD0071,Beauty,2023-07-11,2023-07,2,65.25,0.1,117.45,71.64,1,0.0,0.0,Email,Desktop
ORD0003897,CUST00691,PROD0141,Beauty,2023-06-25,2023-06,2,60.76,0.2,97.22,33.05,0,97.22,33.05,Email,Desktop
ORD0003898,CUST00691,PROD0105,Sports,2023-08-15,2023-08,3,41.5,0,124.5,78.44,0,124.5,78.44,Email,Desktop
ORD0003899,CUST00691,PROD0063,Accessories,2023-05-31,2023-05,2,72.45,0.15,123.17,41.88,0,123.17,41.88,Email,Desktop
ORD0003900,CUST00691,PROD0087,Home & Living,2024-02-27,2024-02,1,45.63,0,45.63,26.47,0,45.63,26.47,Email,Desktop
ORD0003901,CUST00691,PROD0053,Footwear,2023-05-28,2023-05,2,46.14,0.15,78.44,43.93,0,78.44,43.93,Email,Desktop
ORD0003902,CUST00692,PROD0087,Home & Living,2024-03-24,2024-03,2,45.63,0,91.26,52.93,1,0.0,0.0,Organic Search,Mobile
ORD0003903,CUST00692,PROD0025,Footwear,2023-10-12,2023-10,3,78.3,0,234.9,77.52,0,234.9,77.52,Organic Search,Mobile
ORD0003904,CUST00692,PROD0005,Footwear,2024-02-28,2024-02,2,121.17,0,242.34,140.56,0,242.34,140.56,Organic Search,Mobile
ORD0003905,CUST00693,PROD0176,Home & Living,2022-11-21,2022-11,1,51.13,0,51.13,14.32,0,51.13,14.32,Email,Mobile
ORD0003906,CUST00693,PROD0034,Clothing,2022-08-13,2022-08,2,108.12,0.2,172.99,69.2,0,172.99,69.2,Email,Mobile
ORD0003907,CUST00693,PROD0131,Beauty,2024-01-08,2024-01,3,36.76,0.1,99.25,34.74,0,99.25,34.74,Email,Mobile
ORD0003908,CUST00693,PROD0102,Footwear,2024-02-11,2024-02,3,44.77,0.2,107.45,27.94,0,107.45,27.94,Email,Mobile
ORD0003909,CUST00694,PROD0080,Sports,2022-09-13,2022-09,1,42.1,0,42.1,21.05,0,42.1,21.05,Organic Search,Mobile
ORD0003910,CUST00694,PROD0032,Home & Living,2023-12-25,2023-12,2,43.05,0,86.1,24.97,0,86.1,24.97,Organic Search,Mobile
ORD0003911,CUST00694,PROD0126,Sports,2023-03-19,2023-03,1,92.2,0,92.2,59.01,0,92.2,59.01,Organic Search,Mobile
ORD0003912,CUST00694,PROD0031,Footwear,2022-08-01,2022-08,3,42.93,0,128.79,56.67,0,128.79,56.67,Organic Search,Mobile
ORD0003913,CUST00695,PROD0006,Accessories,2023-06-25,2023-06,3,25.71,0,77.13,36.25,0,77.13,36.25,Referral,Desktop
ORD0003914,CUST00695,PROD0062,Accessories,2023-10-15,2023-10,3,85.04,0,255.12,107.15,0,255.12,107.15,Referral,Desktop
ORD0003915,CUST00695,PROD0071,Beauty,2024-01-04,2024-01,2,65.25,0.1,117.45,71.64,0,117.45,71.64,Referral,Desktop
ORD0003916,CUST00695,PROD0050,Home & Living,2023-08-04,2023-08,3,120.87,0,362.61,97.9,0,362.61,97.9,Referral,Desktop
ORD0003917,CUST00695,PROD0034,Clothing,2023-12-21,2023-12,2,108.12,0,216.24,86.5,0,216.24,86.5,Referral,Desktop
ORD0003918,CUST00695,PROD0067,Clothing,2024-01-27,2024-01,1,47.62,0,47.62,15.24,0,47.62,15.24,Referral,Desktop
ORD0003919,CUST00696,PROD0140,Home & Living,2023-12-18,2023-12,3,34.26,0.1,92.5,50.88,0,92.5,50.88,Email,Tablet
ORD0003920,CUST00696,PROD0114,Beauty,2023-10-10,2023-10,3,25.83,0.15,65.87,27.01,0,65.87,27.01,Email,Tablet
ORD0003921,CUST00696,PROD0149,Beauty,2023-09-22,2023-09,2,65.53,0.1,117.95,61.33,1,0.0,0.0,Email,Tablet
ORD0003922,CUST00696,PROD0121,Clothing,2023-12-03,2023-12,1,86.37,0.15,73.41,35.97,0,73.41,35.97,Email,Tablet
ORD0003923,CUST00696,PROD0148,Beauty,2023-06-29,2023-06,1,56.54,0,56.54,31.1,0,56.54,31.1,Email,Tablet
ORD0003924,CUST00696,PROD0091,Beauty,2024-02-04,2024-02,1,39.11,0.1,35.2,14.08,0,35.2,14.08,Email,Tablet
ORD0003925,CUST00696,PROD0098,Home & Living,2023-10-28,2023-10,3,101.77,0.2,244.25,102.58,0,244.25,102.58,Email,Tablet
ORD0003926,CUST00697,PROD0007,Beauty,2023-06-24,2023-06,3,25.48,0,76.44,25.23,1,0.0,0.0,Referral,Mobile
ORD0003927,CUST00697,PROD0142,Sports,2022-03-17,2022-03,1,114.73,0.1,103.26,49.56,0,103.26,49.56,Referral,Mobile
ORD0003928,CUST00697,PROD0081,Home & Living,2023-01-05,2023-01,2,97.71,0,195.42,50.81,0,195.42,50.81,Referral,Mobile
ORD0003929,CUST00697,PROD0012,Sports,2023-02-09,2023-02,1,146.79,0,146.79,52.84,0,146.79,52.84,Referral,Mobile
ORD0003930,CUST00697,PROD0069,Beauty,2022-06-23,2022-06,3,52.71,0,158.13,94.88,0,158.13,94.88,Referral,Mobile
ORD0003931,CUST00697,PROD0047,Footwear,2023-06-28,2023-06,2,144.43,0,288.86,112.66,0,288.86,112.66,Referral,Mobile
ORD0003932,CUST00698,PROD0058,Accessories,2023-09-16,2023-09,2,50.31,0,100.62,33.2,0,100.62,33.2,Direct,Desktop
ORD0003933,CUST00698,PROD0088,Accessories,2023-04-01,2023-04,3,42.05,0,126.15,46.68,1,0.0,0.0,Direct,Desktop
ORD0003934,CUST00698,PROD0183,Clothing,2023-04-09,2023-04,2,78.37,0,156.74,94.04,0,156.74,94.04,Direct,Desktop
ORD0003935,CUST00698,PROD0118,Clothing,2023-09-06,2023-09,1,33.04,0,33.04,15.86,0,33.04,15.86,Direct,Desktop
ORD0003936,CUST00698,PROD0042,Home & Living,2023-03-21,2023-03,2,61.51,0,123.02,34.45,1,0.0,0.0,Direct,Desktop
ORD0003937,CUST00698,PROD0050,Home & Living,2023-09-13,2023-09,3,120.87,0,362.61,97.9,0,362.61,97.9,Direct,Desktop
ORD0003938,CUST00699,PROD0166,Clothing,2023-08-12,2023-08,1,87.15,0,87.15,54.03,0,87.15,54.03,Paid Social,Tablet
ORD0003939,CUST00699,PROD0068,Accessories,2024-02-15,2024-02,3,58.26,0.1,157.3,66.07,0,157.3,66.07,Paid Social,Tablet
ORD0003940,CUST00699,PROD0193,Sports,2024-01-09,2024-01,3,95.75,0.05,272.89,87.32,0,272.89,87.32,Paid Social,Tablet
ORD0003941,CUST00699,PROD0056,Home & Living,2024-03-07,2024-03,2,70.19,0.05,133.36,72.01,0,133.36,72.01,Paid Social,Tablet
ORD0003942,CUST00699,PROD0023,Clothing,2023-07-03,2023-07,2,85.59,0.1,154.06,53.92,0,154.06,53.92,Paid Social,Tablet
ORD0003943,CUST00699,PROD0122,Home & Living,2024-02-07,2024-02,1,74.99,0,74.99,30.0,0,74.99,30.0,Paid Social,Tablet
ORD0003944,CUST00699,PROD0038,Accessories,2023-10-21,2023-10,2,85.41,0.1,153.74,84.56,0,153.74,84.56,Paid Social,Tablet
ORD0003945,CUST00699,PROD0111,Clothing,2023-07-27,2023-07,2,72.51,0.05,137.77,84.04,0,137.77,84.04,Paid Social,Tablet
ORD0003946,CUST00700,PROD0059,Sports,2023-05-21,2023-05,1,76.4,0,76.4,38.96,0,76.4,38.96,Organic Search,Mobile
ORD0003947,CUST00700,PROD0106,Footwear,2024-03-14,2024-03,2,188.1,0,376.2,161.77,0,376.2,161.77,Organic Search,Mobile
ORD0003948,CUST00700,PROD0058,Accessories,2023-05-23,2023-05,3,50.31,0,150.93,49.81,0,150.93,49.81,Organic Search,Mobile
ORD0003949,CUST00700,PROD0158,Home & Living,2023-11-30,2023-11,3,50.83,0,152.49,71.67,0,152.49,71.67,Organic Search,Mobile
ORD0003950,CUST00701,PROD0078,Accessories,2024-01-12,2024-01,1,83.84,0,83.84,50.3,0,83.84,50.3,Organic Search,Mobile
ORD0003951,CUST00701,PROD0114,Beauty,2023-03-23,2023-03,3,25.83,0,77.49,31.77,0,77.49,31.77,Organic Search,Mobile
ORD0003952,CUST00701,PROD0044,Footwear,2023-01-30,2023-01,1,185.76,0,185.76,91.02,0,185.76,91.02,Organic Search,Mobile
ORD0003953,CUST00701,PROD0029,Accessories,2023-06-18,2023-06,3,59.38,0,178.14,106.88,0,178.14,106.88,Organic Search,Mobile
ORD0003954,CUST00701,PROD0076,Clothing,2023-06-14,2023-06,2,54.02,0,108.04,33.49,0,108.04,33.49,Organic Search,Mobile
ORD0003955,CUST00701,PROD0015,Footwear,2023-10-08,2023-10,1,131.63,0,131.63,53.97,0,131.63,53.97,Organic Search,Mobile
ORD0003956,CUST00701,PROD0154,Sports,2022-12-12,2022-12,3,137.38,0,412.14,111.28,0,412.14,111.28,Organic Search,Mobile
ORD0003957,CUST00701,PROD0165,Footwear,2023-11-08,2023-11,3,116.35,0,349.05,223.39,0,349.05,223.39,Organic Search,Mobile
ORD0003958,CUST00701,PROD0017,Home & Living,2023-03-27,2023-03,3,31.84,0,95.52,37.25,0,95.52,37.25,Organic Search,Mobile
ORD0003959,CUST00701,PROD0160,Accessories,2023-05-01,2023-05,3,31.12,0,93.36,52.28,0,93.36,52.28,Organic Search,Mobile
ORD0003960,CUST00701,PROD0069,Beauty,2023-06-23,2023-06,3,52.71,0,158.13,94.88,0,158.13,94.88,Organic Search,Mobile
ORD0003961,CUST00701,PROD0112,Home & Living,2023-03-30,2023-03,3,48.0,0,144.0,82.08,0,144.0,82.08,Organic Search,Mobile
ORD0003962,CUST00702,PROD0123,Clothing,2023-08-22,2023-08,1,40.48,0.1,36.43,9.47,0,36.43,9.47,Paid Social,Desktop
ORD0003963,CUST00702,PROD0141,Beauty,2023-04-02,2023-04,1,60.76,0,60.76,20.66,0,60.76,20.66,Paid Social,Desktop
ORD0003964,CUST00703,PROD0019,Beauty,2024-01-31,2024-01,2,17.13,0.15,29.12,12.81,1,0.0,0.0,Email,Tablet
ORD0003965,CUST00703,PROD0069,Beauty,2023-03-28,2023-03,2,52.71,0.1,94.88,56.93,0,94.88,56.93,Email,Tablet
ORD0003966,CUST00703,PROD0005,Footwear,2024-02-27,2024-02,2,121.17,0.15,205.99,119.47,1,0.0,0.0,Email,Tablet
ORD0003967,CUST00703,PROD0074,Beauty,2023-07-25,2023-07,3,52.12,0,156.36,40.65,0,156.36,40.65,Email,Tablet
ORD0003968,CUST00703,PROD0168,Clothing,2023-07-27,2023-07,2,45.57,0.15,77.47,32.54,1,0.0,0.0,Email,Tablet
ORD0003969,CUST00704,PROD0023,Clothing,2023-03-18,2023-03,2,85.59,0.05,162.62,56.92,1,0.0,0.0,Paid Social,Desktop
ORD0003970,CUST00704,PROD0162,Home & Living,2023-07-07,2023-07,3,81.32,0,243.96,107.34,0,243.96,107.34,Paid Social,Desktop
ORD0003971,CUST00704,PROD0033,Sports,2024-03-06,2024-03,3,54.48,0,163.44,45.76,0,163.44,45.76,Paid Social,Desktop
ORD0003972,CUST00704,PROD0106,Footwear,2023-06-28,2023-06,3,188.1,0.05,536.08,230.51,0,536.08,230.51,Paid Social,Desktop
ORD0003973,CUST00704,PROD0136,Accessories,2023-10-24,2023-10,1,78.97,0.05,75.02,27.76,0,75.02,27.76,Paid Social,Desktop
ORD0003974,CUST00705,PROD0088,Accessories,2023-08-17,2023-08,2,42.05,0.15,71.48,26.45,1,0.0,0.0,Email,Desktop
ORD0003975,CUST00705,PROD0112,Home & Living,2023-11-04,2023-11,1,48.0,0.15,40.8,23.26,0,40.8,23.26,Email,Desktop
ORD0003976,CUST00706,PROD0034,Clothing,2023-12-11,2023-12,1,108.12,0,108.12,43.25,0,108.12,43.25,Paid Social,Mobile
ORD0003977,CUST00706,PROD0050,Home & Living,2022-06-01,2022-06,2,120.87,0,241.74,65.27,1,0.0,0.0,Paid Social,Mobile
ORD0003978,CUST00706,PROD0176,Home & Living,2023-09-11,2023-09,1,51.13,0,51.13,14.32,0,51.13,14.32,Paid Social,Mobile
ORD0003979,CUST00706,PROD0193,Sports,2024-03-19,2024-03,2,95.75,0,191.5,61.28,0,191.5,61.28,Paid Social,Mobile
ORD0003980,CUST00706,PROD0166,Clothing,2022-01-18,2022-01,3,87.15,0,261.45,162.1,0,261.45,162.1,Paid Social,Mobile
ORD0003981,CUST00706,PROD0020,Clothing,2023-09-13,2023-09,1,35.77,0,35.77,16.45,0,35.77,16.45,Paid Social,Mobile
ORD0003982,CUST00707,PROD0132,Home & Living,2023-05-13,2023-05,1,31.95,0,31.95,18.53,0,31.95,18.53,Organic Search,Mobile
ORD0003983,CUST00707,PROD0036,Home & Living,2023-04-05,2023-04,1,74.59,0,74.59,26.11,0,74.59,26.11,Organic Search,Mobile
ORD0003984,CUST00707,PROD0009,Sports,2023-01-16,2023-01,1,39.16,0,39.16,23.1,0,39.16,23.1,Organic Search,Mobile
ORD0003985,CUST00707,PROD0180,Sports,2023-09-25,2023-09,3,57.83,0,173.49,97.15,0,173.49,97.15,Organic Search,Mobile
ORD0003986,CUST00707,PROD0029,Accessories,2023-02-04,2023-02,1,59.38,0,59.38,35.63,1,0.0,0.0,Organic Search,Mobile
ORD0003987,CUST00707,PROD0125,Sports,2023-12-20,2023-12,3,126.04,0,378.12,147.47,0,378.12,147.47,Organic Search,Mobile
ORD0003988,CUST00707,PROD0032,Home & Living,2023-06-11,2023-06,3,43.05,0,129.15,37.45,0,129.15,37.45,Organic Search,Mobile
ORD0003989,CUST00708,PROD0143,Beauty,2024-02-23,2024-02,2,15.9,0,31.8,20.35,0,31.8,20.35,Direct,Desktop
ORD0003990,CUST00709,PROD0034,Clothing,2023-08-12,2023-08,2,108.12,0.05,205.43,82.17,1,0.0,0.0,Paid Social,Mobile
ORD0003991,CUST00709,PROD0196,Sports,2023-04-03,2023-04,2,92.93,0,185.86,115.23,1,0.0,0.0,Paid Social,Mobile
ORD0003992,CUST00709,PROD0108,Accessories,2023-12-24,2023-12,1,82.14,0,82.14,24.64,0,82.14,24.64,Paid Social,Mobile
ORD0003993,CUST00710,PROD0142,Sports,2022-07-12,2022-07,3,114.73,0,344.19,165.21,0,344.19,165.21,Email,Desktop
ORD0003994,CUST00710,PROD0007,Beauty,2023-06-07,2023-06,3,25.48,0,76.44,25.23,0,76.44,25.23,Email,Desktop
ORD0003995,CUST00710,PROD0190,Beauty,2023-05-07,2023-05,3,23.73,0,71.19,31.32,1,0.0,0.0,Email,Desktop
ORD0003996,CUST00710,PROD0128,Clothing,2023-12-13,2023-12,1,28.95,0,28.95,12.16,0,28.95,12.16,Email,Desktop
ORD0003997,CUST00710,PROD0102,Footwear,2023-09-04,2023-09,1,44.77,0,44.77,11.64,0,44.77,11.64,Email,Desktop
ORD0003998,CUST00710,PROD0146,Accessories,2024-03-05,2024-03,2,80.98,0.15,137.67,48.18,0,137.67,48.18,Email,Desktop
